sofifa_id_x,short_name_x,long_name,player_positions_x,overall_x,potential_x,age_x,nationality_name_x,nation_position_x,nation_jersey_number_x,club_name_x,league_name_x,value_eur_x,wage_eur_x,pace_x,shooting_x,passing_x,dribbling_x,defending_x,physic_x,sofifa_id_y,player_url,short_name_y,player_positions_y,overall_y,potential_y,value_eur_y,wage_eur_y,age_y,dob,height_cm,weight_kg,club_team_id,club_name_y,league_name_y,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name_y,nation_team_id,nation_position_y,nation_jersey_number_y,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace_y,shooting_y,passing_y,dribbling_y,defending_y,physic_y,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
233934,A. Ramsdale,Aaron Ramsdale,GK,74,79,23,England,SUB,23.0,Arsenal,English Premier League,5000000.0,36000.0,,,,,,,233934,https://sofifa.com/player/233934/aaron-ramsdale/220002,A. Ramsdale,GK,74,79,5000000.0,36000.0,23,1998-05-14,188,77,1.0,Arsenal,English Premier League,1.0,SUB,32.0,,2021-08-20,2025.0,14,England,1318.0,SUB,23.0,Right,3,1,1,Medium/Medium,Lean (185+),Yes,9900000.0,,"Solid Player, Comes For Crosses",,,,,,,15,14,15,31,16,18,17,16,33,28,47,50,53,70,49,52,66,35,59,15,35,20,11,47,25,55,18,16,15,75,72,69,71,76,48.0,30+2,30+2,30+2,30,31,31,31,30,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,28+2,31+2,31+2,31+2,28+2,28+2,28+2,28+2,28+2,28+2,73+2,https://cdn.sofifa.net/players/233/934/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
241788,M. Taremi,Mehdi Taremi,"ST, CF",79,79,28,Iran,,,FC Porto,Portuguese Liga ZON SAGRES,18000000.0,19000.0,76.0,79.0,70.0,80.0,38.0,71.0,241788,https://sofifa.com/player/241788/mehdi-taremi/220002,M. Taremi,"ST, CF",79,79,18000000.0,19000.0,28,1992-07-18,187,83,236.0,FC Porto,Portuguese Liga ZON SAGRES,1.0,RS,9.0,,2020-08-31,2024.0,161,Iran,,,,Right,4,4,1,High/Medium,Normal (185+),No,36000000.0,,"Flair, Technical Dribbler (AI)",76.0,79.0,70.0,80.0,38.0,71.0,68,81,70,74,74,81,74,43,64,83,77,76,73,81,65,81,74,80,76,74,46,23,83,73,76,81,38,41,25,9,11,9,15,8,,79,79,79,78,79,79,79,78,78+1,78+1,78+1,77+2,72+2,72+2,72+2,77+2,59+2,57+2,57+2,57+2,59+2,56+2,50+2,50+2,50+2,56+2,18+2,https://cdn.sofifa.net/players/241/788/22_120.png,https://cdn.sofifa.net/teams/236/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/ir.png
197136,K. Ansarifard,Karim Ansarifard,ST,74,74,31,Iran,,,AEK Athens,Greek Super League,3600000.0,1000.0,74.0,77.0,62.0,71.0,43.0,72.0,197136,https://sofifa.com/player/197136/karim-ansarifard/220002,K. Ansarifard,ST,74,74,3600000.0,1000.0,31,1990-04-03,187,80,278.0,AEK Athens,Greek Super League,1.0,SUB,10.0,,2020-08-25,2023.0,161,Iran,,,,Right,4,3,1,High/Medium,Normal (185+),No,7900000.0,,Long Shot Taker (AI),74.0,77.0,62.0,71.0,43.0,72.0,59,77,70,68,72,72,68,56,57,69,73,75,72,73,69,78,74,73,74,77,66,54,75,58,75,75,30,42,39,8,14,9,15,12,,74,74,74,71,72,72,72,71,69+2,69+2,69+2,69+2,65+2,65+2,65+2,69+2,59+2,57+2,57+2,57+2,59+2,57+2,55+2,55+2,55+2,57+2,19+2,https://cdn.sofifa.net/players/197/136/22_120.png,https://cdn.sofifa.net/teams/278/60.png,https://cdn.sofifa.net/flags/gr.png,,https://cdn.sofifa.net/flags/ir.png
243551,A. Gholizadeh,Ali Gholizadeh,"LM, RM, CM",74,76,25,Iran,,,Royal Charleroi S.C.,Belgian Jupiler Pro League,5500000.0,13000.0,77.0,67.0,68.0,77.0,48.0,70.0,243551,https://sofifa.com/player/243551/ali-gholizadeh/220002,A. Gholizadeh,"LM, RM, CM",74,76,5500000.0,13000.0,25,1996-03-10,176,69,670.0,Royal Charleroi S.C.,Belgian Jupiler Pro League,1.0,RCM,8.0,,2018-07-01,2022.0,161,Iran,,,,Left,3,4,1,Medium/Medium,Normal (170-185),No,8700000.0,,"Flair, Long Shot Taker (AI), Technical Dribbler (AI)",77.0,67.0,68.0,77.0,48.0,70.0,65,68,34,68,58,78,63,65,65,78,79,75,77,70,78,72,78,80,68,64,62,43,70,73,55,72,49,55,47,14,12,13,10,8,,68+2,68+2,68+2,73,72,72,72,73,72+2,72+2,72+2,73+2,69+2,69+2,69+2,73+2,63+2,62+2,62+2,62+2,63+2,60+2,55+2,55+2,55+2,60+2,18+2,https://cdn.sofifa.net/players/243/551/22_120.png,https://cdn.sofifa.net/teams/670/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/ir.png
215871,A. Jahanbakhsh,Alireza Jahanbakhsh,RW,73,73,27,Iran,,,Feyenoord,Holland Eredivisie,3200000.0,10000.0,77.0,72.0,68.0,76.0,43.0,69.0,215871,https://sofifa.com/player/215871/alireza-jahanbakhsh/220002,A. Jahanbakhsh,RW,73,73,3200000.0,10000.0,27,1993-08-11,180,78,246.0,Feyenoord,Holland Eredivisie,1.0,RW,9.0,,2021-07-17,2024.0,161,Iran,,,,Right,4,4,2,Medium/Medium,Normal (170-185),Yes,4800000.0,,"Flair, Speed Dribbler (AI)",77.0,72.0,68.0,76.0,43.0,69.0,70,67,62,71,74,77,64,46,62,76,76,77,78,70,75,84,84,73,66,74,68,42,72,73,58,75,45,37,40,13,11,9,7,7,,72+1,72+1,72+1,73,73,73,73,73,73,73,73,73,68+2,68+2,68+2,73,61+2,58+2,58+2,58+2,61+2,58+2,54+2,54+2,54+2,58+2,16+2,https://cdn.sofifa.net/players/215/871/22_120.png,https://cdn.sofifa.net/teams/246/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/ir.png
237419,A. Abedzadeh,Amir Abedzadeh,GK,73,74,28,Iran,,,SD Ponferradina,Spanish Segunda División,2400000.0,6000.0,,,,,,,237419,https://sofifa.com/player/237419/amir-abedzadeh/220002,A. Abedzadeh,GK,73,74,2400000.0,6000.0,28,1993-04-26,186,80,2023.0,SD Ponferradina,Spanish Segunda División,2.0,GK,1.0,,2021-07-08,2023.0,161,Iran,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,4000000.0,,Long Passer (AI),,,,,,,12,10,13,24,12,10,13,14,35,15,30,25,53,70,36,50,55,21,60,11,26,14,10,50,11,34,13,14,14,72,70,67,73,73,28.0,24+2,24+2,24+2,22,24,24,24,22,26+2,26+2,26+2,23+2,27+2,27+2,27+2,23+2,21+2,26+2,26+2,26+2,21+2,21+2,24+2,24+2,24+2,21+2,72+2,https://cdn.sofifa.net/players/237/419/22_120.png,https://cdn.sofifa.net/teams/2023/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ir.png
194354,E. Haji Safi,Ehsan Haji Safi,"LB, LM, CAM",72,72,31,Iran,,,AEK Athens,Greek Super League,1700000.0,900.0,76.0,67.0,70.0,73.0,67.0,70.0,194354,https://sofifa.com/player/194354/ehsan-haji-safi/220002,E. Haji Safi,"LB, LM, CAM",72,72,1700000.0,900.0,31,1990-02-25,178,71,278.0,AEK Athens,Greek Super League,1.0,LB,26.0,,2021-08-02,2023.0,161,Iran,,,,Left,3,3,1,High/Medium,Normal (170-185),No,3700000.0,,Long Shot Taker (AI),76.0,67.0,70.0,73.0,67.0,70.0,74,56,56,70,54,72,69,72,68,74,77,76,72,70,83,83,63,70,73,79,63,69,68,67,66,63,70,67,66,10,8,12,13,12,,68+2,68+2,68+2,71,70,70,70,71,70+2,70+2,70+2,71+1,70+2,70+2,70+2,71+1,71+1,69+2,69+2,69+2,71+1,70+2,67+2,67+2,67+2,70+2,17+2,https://cdn.sofifa.net/players/194/354/22_120.png,https://cdn.sofifa.net/teams/278/60.png,https://cdn.sofifa.net/flags/gr.png,,https://cdn.sofifa.net/flags/ir.png
239593,K. Rezaei,Kaveh Rezaei,ST,71,71,29,Iran,,,Oud-Heverlee Leuven,Belgian Jupiler Pro League,1900000.0,11000.0,67.0,73.0,67.0,67.0,28.0,70.0,239593,https://sofifa.com/player/239593/kaveh-rezaei/220002,K. Rezaei,ST,71,71,1900000.0,11000.0,29,1992-04-05,185,79,100087.0,Oud-Heverlee Leuven,Belgian Jupiler Pro League,1.0,ST,99.0,,2021-08-04,2022.0,161,Iran,,,,Right,4,3,1,High/High,Normal (185+),No,2900000.0,,Long Throw-in,67.0,73.0,67.0,67.0,28.0,70.0,67,71,75,70,66,66,68,70,50,68,65,68,64,71,63,77,73,73,73,71,58,18,74,71,79,71,33,18,13,10,6,14,7,14,,71,71,71,69,70,70,70,69,69+2,69+2,69+2,68+2,62+2,62+2,62+2,68+2,50+2,48+2,48+2,48+2,50+2,47+2,44+2,44+2,44+2,47+2,16+2,https://cdn.sofifa.net/players/239/593/22_120.png,https://cdn.sofifa.net/teams/100087/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/ir.png
244259,S. Moharrami,Sadegh Moharrami,"RB, RM",71,74,25,Iran,,,Dinamo Zagreb,Croatian Prva HNL,2300000.0,550.0,81.0,30.0,52.0,68.0,70.0,59.0,244259,https://sofifa.com/player/244259/sadegh-moharrami/220002,S. Moharrami,"RB, RM",71,74,2300000.0,550.0,25,1996-03-01,174,71,211.0,Dinamo Zagreb,Croatian Prva HNL,1.0,SUB,2.0,,2018-07-02,2025.0,161,Iran,,,,Right,2,3,1,High/High,Normal (170-185),No,5200000.0,,"Speed Dribbler (AI), Team Player",81.0,30.0,52.0,68.0,70.0,59.0,57,26,56,59,21,67,39,27,51,66,82,81,75,62,84,34,79,75,48,27,61,75,53,45,38,57,66,75,72,6,13,7,14,9,,51+2,51+2,51+2,59,56,56,56,59,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,69+2,65+2,65+2,65+2,69+2,69+2,66+2,66+2,66+2,69+2,16+2,https://cdn.sofifa.net/players/244/259/22_120.png,https://cdn.sofifa.net/teams/211/60.png,https://cdn.sofifa.net/flags/hr.png,,https://cdn.sofifa.net/flags/ir.png
231949,S. Ghoddos,Saman Ghoddos,"CAM, CM, LW",70,70,27,Iran,,,Brentford,English Premier League,1700000.0,24000.0,60.0,72.0,69.0,71.0,49.0,65.0,231949,https://sofifa.com/player/231949/saman-ghoddos/220002,S. Ghoddos,"CAM, CM, LW",70,70,1700000.0,24000.0,27,1993-09-06,177,79,1925.0,Brentford,English Premier League,1.0,SUB,14.0,,2021-01-15,2023.0,161,Iran,,,,Right,3,4,1,Medium/Low,Normal (170-185),Yes,3400000.0,,,60.0,72.0,69.0,71.0,49.0,65.0,67,70,64,72,68,69,65,78,64,73,61,60,68,68,78,78,58,62,67,73,63,46,68,70,62,69,51,46,44,10,11,6,13,9,,69+1,69+1,69+1,69,70,70,70,69,70,70,70,68+2,67+2,67+2,67+2,68+2,59+2,60+2,60+2,60+2,59+2,57+2,56+2,56+2,56+2,57+2,17+2,https://cdn.sofifa.net/players/231/949/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ir.png
241790,A. Beiranvand,Alireza Safar Beiranvand,GK,70,72,28,Iran,,,Boavista FC,Portuguese Liga ZON SAGRES,1400000.0,9000.0,,,,,,,241790,https://sofifa.com/player/241790/alireza-beiranvand/220002,A. Beiranvand,GK,70,72,1400000.0,9000.0,28,1992-09-21,196,85,1898.0,Boavista FC,Portuguese Liga ZON SAGRES,1.0,SUB,98.0,Royal Antwerp FC,,2022.0,161,Iran,,,,Right,1,1,1,Medium/Medium,Normal (185+),No,,,"Injury Prone, GK Long Throw, Comes For Crosses, Saves with Feet",,,,,,,13,8,13,21,9,12,12,10,25,17,38,48,32,70,28,47,54,21,79,10,28,22,4,28,17,40,21,15,14,77,61,63,70,70,42.0,26+2,26+2,26+2,22,23,23,23,22,23+2,23+2,23+2,23+2,23+2,23+2,23+2,23+2,24+2,26+2,26+2,26+2,24+2,25+2,29+2,29+2,29+2,25+2,69+2,https://cdn.sofifa.net/players/241/790/22_120.png,https://cdn.sofifa.net/teams/1898/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/ir.png
227921,M. Pouraliganji,Morteza Pouraliganji,"CB, CDM, CM",69,69,29,Iran,,,Shenzhen FC,Chinese Super League,1200000.0,6000.0,69.0,57.0,61.0,68.0,69.0,73.0,227921,https://sofifa.com/player/227921/morteza-pouraliganji/220002,M. Pouraliganji,"CB, CDM, CM",69,69,1200000.0,6000.0,29,1992-04-19,187,83,111773.0,Shenzhen FC,Chinese Super League,1.0,LCB,35.0,,2020-09-22,2022.0,161,Iran,,,,Right,3,3,1,Low/Medium,Normal (185+),No,1900000.0,,Injury Prone,69.0,57.0,61.0,68.0,69.0,73.0,52,58,69,65,64,68,58,48,67,72,69,69,62,66,61,62,73,76,73,48,71,67,64,61,49,60,69,71,67,11,10,12,16,14,,65+2,65+2,65+2,64,65,65,65,64,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,67+2,69,69,69,67+2,67+2,69,69,69,67+2,19+2,https://cdn.sofifa.net/players/227/921/22_120.png,https://cdn.sofifa.net/teams/111773/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/ir.png
198288,S. Beitashour,Steven Mehrdad Beitashour,RB,68,68,34,Iran,,,Colorado Rapids,USA Major League Soccer,450000.0,3000.0,68.0,51.0,66.0,67.0,64.0,71.0,198288,https://sofifa.com/player/198288/steven-beitashour/220002,S. Beitashour,RB,68,68,450000.0,3000.0,34,1987-02-01,178,71,694.0,Colorado Rapids,USA Major League Soccer,1.0,SUB,33.0,,2020-09-29,2025.0,161,Iran,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,675000.0,,Early Crosser,68.0,51.0,66.0,67.0,64.0,71.0,66,45,53,68,59,66,72,59,60,67,66,70,68,69,67,64,64,75,74,51,62,67,61,65,37,67,64,65,63,12,8,7,16,7,,61+2,61+2,61+2,64,63,63,63,64,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,67+1,66+2,66+2,66+2,67+1,66+2,65+2,65+2,65+2,66+2,17+2,https://cdn.sofifa.net/players/198/288/22_120.png,https://cdn.sofifa.net/teams/694/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/ir.png
217441,S. Makani,Sosha Makani,GK,68,68,34,Iran,,,Mjøndalen IF,Norwegian Eliteserien,210000.0,2000.0,,,,,,,217441,https://sofifa.com/player/217441/sosha-makani/220002,S. Makani,GK,68,68,210000.0,2000.0,34,1986-11-18,192,80,112420.0,Mjøndalen IF,Norwegian Eliteserien,1.0,GK,1.0,,2020-02-13,2022.0,161,Iran,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,263000.0,,Injury Prone,,,,,,,18,19,19,29,11,18,16,18,23,25,43,46,36,59,65,45,55,40,65,14,23,22,11,57,28,30,12,19,16,69,66,60,68,73,44.0,29+2,29+2,29+2,28,30,30,30,28,31+2,31+2,31+2,30+2,31+2,31+2,31+2,30+2,28+2,29+2,29+2,29+2,28+2,27+2,27+2,27+2,27+2,27+2,67+1,https://cdn.sofifa.net/players/217/441/22_120.png,https://cdn.sofifa.net/teams/112420/60.png,https://cdn.sofifa.net/flags/no.png,,https://cdn.sofifa.net/flags/ir.png
263238,S. Niazmand,Seyed Payam Niazmand,GK,68,73,26,Iran,,,Portimonense SC,Portuguese Liga ZON SAGRES,1400000.0,3000.0,,,,,,,263238,https://sofifa.com/player/263238/seyed-payam-niazmand/220002,S. Niazmand,GK,68,73,1400000.0,3000.0,26,1995-04-06,194,84,10031.0,Portimonense SC,Portuguese Liga ZON SAGRES,1.0,SUB,12.0,,2021-07-12,2024.0,161,Iran,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,3000000.0,,"GK Long Throw, Rushes Out Of Goal",,,,,,,14,8,14,27,6,17,14,13,20,21,25,34,39,63,27,49,39,21,64,8,27,7,4,56,12,49,6,12,14,69,66,65,69,68,29.0,24+2,24+2,24+2,24,26,26,26,24,27+2,27+2,27+2,25+2,27+2,27+2,27+2,25+2,21+2,23+2,23+2,23+2,21+2,20+2,22+2,22+2,22+2,20+2,67+2,https://cdn.sofifa.net/players/263/238/22_120.png,https://cdn.sofifa.net/teams/10031/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/ir.png
233241,S. Ezatolahi,Saeid Ezatolahi Afagh,"CDM, CM",67,73,24,Iran,,,Vejle Boldklub,Danish Superliga,1500000.0,3000.0,60.0,57.0,60.0,62.0,65.0,72.0,233241,https://sofifa.com/player/233241/saeid-ezatolahi/220002,S. Ezatolahi,"CDM, CM",67,73,1500000.0,3000.0,24,1996-10-01,190,78,822.0,Vejle Boldklub,Danish Superliga,1.0,CDM,6.0,,2020-08-20,2023.0,161,Iran,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,2200000.0,,,60.0,57.0,60.0,62.0,65.0,72.0,49,52,60,66,41,61,49,55,67,66,63,58,59,64,52,72,58,69,73,60,75,67,57,60,45,63,65,66,62,14,10,15,7,14,,61+2,61+2,61+2,60,61,61,61,60,62+2,62+2,62+2,61+2,64+2,64+2,64+2,61+2,63+2,66+2,66+2,66+2,63+2,63+2,66+2,66+2,66+2,63+2,17+2,https://cdn.sofifa.net/players/233/241/22_120.png,https://cdn.sofifa.net/teams/822/60.png,https://cdn.sofifa.net/flags/dk.png,,https://cdn.sofifa.net/flags/ir.png
243549,M. Hosseini,Seyed Majid Hosseini,"CB, CDM",67,71,25,Iran,,,Yukatel Kayserispor,Turkish Süper Lig,1300000.0,5000.0,64.0,28.0,46.0,51.0,70.0,68.0,243549,https://sofifa.com/player/243549/majid-hosseini/220002,M. Hosseini,"CB, CDM",67,71,1300000.0,5000.0,25,1996-06-20,183,76,101020.0,Yukatel Kayserispor,Turkish Süper Lig,1.0,SUB,5.0,,2021-07-27,2022.0,161,Iran,,,,Right,3,2,1,Medium/High,Stocky (170-185),No,2700000.0,,,64.0,28.0,46.0,51.0,70.0,68.0,28,18,70,62,22,42,35,37,58,54,63,65,55,65,67,45,75,72,73,30,50,69,26,30,45,66,67,72,70,6,13,12,12,13,,46+2,46+2,46+2,44,44,44,44,44,46+2,46+2,46+2,48+2,52+2,52+2,52+2,48+2,61+2,63+2,63+2,63+2,61+2,63+2,67+2,67+2,67+2,63+2,17+2,https://cdn.sofifa.net/players/243/549/22_120.png,https://cdn.sofifa.net/teams/101020/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/ir.png
264425,M. Mohebi,Mohammad Mohebi,"LW, RW",67,73,23,Iran,,,Santa Clara,Portuguese Liga ZON SAGRES,1600000.0,2000.0,76.0,67.0,58.0,70.0,34.0,61.0,264425,https://sofifa.com/player/264425/mohammad-mohebi/220002,M. Mohebi,"LW, RW",67,73,1600000.0,2000.0,23,1998-01-20,186,84,1438.0,Santa Clara,Portuguese Liga ZON SAGRES,1.0,SUB,30.0,,2021-08-24,2024.0,161,Iran,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,3700000.0,,,76.0,67.0,58.0,70.0,34.0,61.0,63,67,58,59,68,72,58,46,52,74,73,78,63,70,59,75,43,64,72,61,35,32,57,57,60,61,27,35,32,7,8,10,12,11,,67+2,67+2,67+2,67,67,67,67,67,65+2,65+2,65+2,66+2,60+2,60+2,60+2,66+2,54+2,49+2,49+2,49+2,54+2,51+2,45+2,45+2,45+2,51+2,16+2,https://cdn.sofifa.net/players/264/425/22_120.png,https://cdn.sofifa.net/teams/1438/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/ir.png
259094,A. Alipour,Ali Alipour,ST,66,71,25,Iran,,,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,1300000.0,4000.0,75.0,68.0,50.0,64.0,23.0,60.0,259094,https://sofifa.com/player/259094/ali-alipour/220002,A. Alipour,ST,66,71,1300000.0,4000.0,25,1995-11-11,181,74,1893.0,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,1.0,RS,9.0,,2020-09-28,2022.0,161,Iran,,,,Right,4,2,1,High/Medium,Normal (170-185),No,2800000.0,,,75.0,68.0,50.0,64.0,23.0,60.0,42,70,66,56,69,62,51,41,43,63,76,74,73,65,64,71,80,69,60,62,45,17,64,54,63,69,22,17,13,11,14,11,6,14,,66+2,66+2,66+2,63,64,64,64,63,62+2,62+2,62+2,61+2,54+2,54+2,54+2,61+2,44+2,41+2,41+2,41+2,44+2,42+2,38+2,38+2,38+2,42+2,17+2,https://cdn.sofifa.net/players/259/094/22_120.png,https://cdn.sofifa.net/teams/1893/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/ir.png
244537,M. Naderi,Mohammad Naderi,"LB, CB, CDM",65,71,24,Iran,,,Altay SK,Turkish Süper Lig,1100000.0,3000.0,64.0,27.0,51.0,48.0,63.0,76.0,244537,https://sofifa.com/player/244537/mohammad-naderi/220002,M. Naderi,"LB, CB, CDM",65,71,1100000.0,3000.0,24,1996-10-05,188,86,101006.0,Altay SK,Turkish Süper Lig,1.0,LWB,2.0,,2021-08-12,2022.0,161,Iran,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,2400000.0,,,64.0,27.0,51.0,48.0,63.0,76.0,62,24,57,52,30,34,31,32,54,59,62,66,64,62,59,31,63,73,81,24,70,66,35,44,38,50,62,65,63,15,12,13,7,13,,45+2,45+2,45+2,48,45,45,45,48,47+2,47+2,47+2,51+2,52+2,52+2,52+2,51+2,62+2,62+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,63+2,17+2,https://cdn.sofifa.net/players/244/537/22_120.png,https://cdn.sofifa.net/teams/101006/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/ir.png
241793,A. Karimi,Ali Karimi,CAM,64,65,27,Iran,,,Yukatel Kayserispor,Turkish Süper Lig,675000.0,4000.0,59.0,61.0,62.0,65.0,51.0,54.0,241793,https://sofifa.com/player/241793/ali-karimi/220002,A. Karimi,CAM,64,65,675000.0,4000.0,27,1994-02-11,185,79,101020.0,Yukatel Kayserispor,Turkish Süper Lig,1.0,RES,6.0,,2021-08-10,2024.0,161,Iran,,,,Right,3,2,1,High/Medium,Lean (185+),No,1400000.0,,,59.0,61.0,62.0,65.0,51.0,54.0,58,61,70,66,48,68,59,49,59,69,64,54,59,48,58,64,67,55,51,61,59,41,66,63,48,58,49,53,48,6,14,13,9,5,,62+2,62+2,62+2,63,63,63,63,63,64+1,64+1,64+1,62+2,61+2,61+2,61+2,62+2,55+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,54+2,54+2,13+2,https://cdn.sofifa.net/players/241/793/22_120.png,https://cdn.sofifa.net/teams/101020/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/ir.png
264640,I. Basafa,Iman Basafa,CDM,62,62,29,Iran,,,Bengaluru FC,Indian Super League,350000.0,550.0,48.0,54.0,55.0,53.0,60.0,70.0,264640,https://sofifa.com/player/264640/iman-basafa/220002,I. Basafa,CDM,62,62,350000.0,550.0,29,1992-01-03,187,80,113302.0,Bengaluru FC,Indian Super League,1.0,SUB,24.0,,2021-09-14,2022.0,161,Iran,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,473000.0,,,48.0,54.0,55.0,53.0,60.0,70.0,44,48,58,61,52,52,47,60,59,58,52,44,42,66,42,62,62,75,74,60,58,58,53,54,54,60,60,62,60,9,5,6,11,7,,56+2,56+2,56+2,53,55,55,55,53,56+2,56+2,56+2,55+2,59+2,59+2,59+2,55+2,58+2,61+1,61+1,61+1,58+2,59+2,61+1,61+1,61+1,59+2,14+2,https://cdn.sofifa.net/players/264/640/22_120.png,https://cdn.sofifa.net/teams/113302/60.png,https://cdn.sofifa.net/flags/in.png,,https://cdn.sofifa.net/flags/ir.png
227796,C. Pulisic,Christian Mate Pulisic,"LW, RW, LM",82,88,22,United States,LW,10.0,Chelsea,English Premier League,49000000.0,120000.0,89.0,70.0,73.0,86.0,37.0,59.0,227796,https://sofifa.com/player/227796/christian-pulisic/220002,C. Pulisic,"LW, RW, LM",82,88,49000000.0,120000.0,22,1998-09-18,177,69,5.0,Chelsea,English Premier League,1.0,LW,10.0,,2019-01-02,2024.0,95,United States,1387.0,LW,10.0,Right,4,4,3,Medium/Medium,Lean (170-185),Yes,100500000.0,#Dribbler,"Injury Prone, Speed Dribbler (AI)",89.0,70.0,73.0,86.0,37.0,59.0,74,73,50,77,70,88,69,58,59,85,91,87,87,78,88,77,79,76,54,57,45,33,79,80,61,80,38,32,47,8,12,13,16,14,,75+3,75+3,75+3,81,80,80,80,81,79+3,79+3,79+3,80+3,72+3,72+3,72+3,80+3,64+3,57+3,57+3,57+3,64+3,60+3,49+3,49+3,49+3,60+3,20+3,https://cdn.sofifa.net/players/227/796/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1387/60.png,https://cdn.sofifa.net/flags/us.png
204082,J. Brooks,John Anthony Brooks,CB,78,79,28,United States,LCB,6.0,VfL Wolfsburg,German 1. Bundesliga,13500000.0,56000.0,59.0,39.0,59.0,64.0,80.0,76.0,204082,https://sofifa.com/player/204082/john-brooks/220002,J. Brooks,CB,78,79,13500000.0,56000.0,28,1993-01-28,193,78,175.0,VfL Wolfsburg,German 1. Bundesliga,1.0,LCB,25.0,,2017-07-01,2022.0,95,United States,1387.0,LCB,6.0,Left,3,2,2,Medium/High,Normal (185+),Yes,24000000.0,,"Long Passer (AI), Power Header",59.0,39.0,59.0,64.0,80.0,76.0,36,39,85,74,32,64,30,28,74,64,53,64,55,75,51,50,74,61,84,29,74,76,40,59,45,81,78,83,76,8,7,10,9,10,,57+2,57+2,57+2,56,57,57,57,56,60+2,60+2,60+2,59+2,65+2,65+2,65+2,59+2,67+2,74+2,74+2,74+2,67+2,69+2,78+1,78+1,78+1,69+2,16+2,https://cdn.sofifa.net/players/204/082/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1387/60.png,https://cdn.sofifa.net/flags/us.png
